Program,Role,District,QuestionId,MetricName,CorrectCount,TotalRespondents,AccuracyPct
CLSS,Participant,Dhar,97,97_Correct,232.0,839.0,27.65
CLSS,Participant,Dindori,97,97_Correct,74.0,310.0,23.87
CLSS,Participant,Guna,97,97_Correct,133.0,404.0,32.92
CLSS,Participant,Gwalior,97,97_Correct,184.0,527.0,34.91
CLSS,Participant,Harda,97,97_Correct,89.0,220.0,40.45
CLSS,Participant,Indore,97,97_Correct,199.0,459.0,43.36
CLSS,Participant,Jabalpur,97,97_Correct,168.0,410.0,40.98
CLSS,Participant,Jhabua,97,97_Correct,130.0,478.0,27.2
CLSS,Participant,Katni,97,97_Correct,166.0,435.0,38.16
CLSS,Participant,Khandwa,97,97_Correct,125.0,423.0,29.55
CLSS,Participant,Khargone,97,97_Correct,144.0,416.0,34.62
CLSS,Participant,Mandla,97,97_Correct,215.0,624.0,34.46
CLSS,Participant,Mandsaur,97,97_Correct,162.0,550.0,29.45
CLSS,Participant,Morena,97,97_Correct,244.0,731.0,33.38
CLSS,Participant,Narmadapuram,97,97_Correct,233.0,585.0,39.83
